Lab code	Sample ID	Sampling date	Sample location	Street	Vendor	Edge case	Stall ID	Stall ID (merged)	Sample type	Sample information	SARS-CoV-2_qPCR_result	Latitude	Longitude	Sequencing run	SARS-CoV-2_NGS_result
1-27-36	Env_0663	27/01/2020	West	10	9		West|10|9	West|10|9	Water drain	Water drain	Negative	30.619899	114.256743	None	Negative
1-27-41	Env_0666	27/01/2020	West	11	2		West|11|2	West|11|2	Water drain	Water drain	Negative	30.620004	114.256835	None	Negative
1-27-43	Env_0667	27/01/2020	West	11	32		West|11|32	West|11|32	Water drain	Water drain	Negative	30.619886	114.256341	None	Negative
1-27-54	Env_0676	27/01/2020	West	11	6		West|11|6	West|11|6	Water drain	Water drain	Negative	30.619991	114.256779	None	Negative
1-27-45	Env_0669	27/01/2020	West	12	19		West|12|19	West|12|19	Water drain	Water drain	Negative	30.62002	114.25655	None	Negative
1-27-44	Env_0668	27/01/2020	West	12	35		West|12|35	West|12|35	Water drain	Water drain	Negative	30.619949	114.256258	None	Negative
1-27-48	Env_0670	27/01/2020	West	12	36-38		West|12|36-38	West|12|36-38	Water drain	Water drain	Negative	30.619947	114.256243	None	Negative
1-27-56	Env_0677	27/01/2020	West	13	40-42		West|13|40-42	West|13|40-42	Water drain	Water drain	Negative	30.620029	114.256249	None	Negative
1-27-49	Env_0671	27/01/2020	West	13	7-8		West|13|7-8	West|13|7-8	Water drain	Water drain	Negative	30.62016	114.256786	None	Negative
1-27-57	Env_0678	27/01/2020	West	14	41		West|14|41	West|14|41	Water drain	Water drain	Negative	30.620107	114.25621	None	Negative
1-27-19	Env_0650	27/01/2020	West	15	19-21		West|15|19-21	West|15|19-21	Water drain	Water drain	Negative	30.620214	114.256181	None	Negative
1-27-51	Env_0673	27/01/2020	West	15	20		West|15|20	West|15|20	Water drain	Water drain	Negative	30.620253	114.256568	None	Negative
1-27-52	Env_0674	27/01/2020	West	15	22		West|15|22	West|15|22	Water drain	Water drain	Negative	30.620243	114.256536	SRR23971434	Negative
1-27-50	Env_0672	27/01/2020	West	15	9-11		West|15|9-11	West|15|9-11	Water drain	Water drain	Negative	30.620307	114.256528	None	Negative
1-27-14	Env_0645	27/01/2020	West	2	1-3		West|2|1-3	West|2|1-3	Water drain	Water drain	Negative	30.61929	114.257044	None	Negative
1-27-15	Env_0646	27/01/2020	West	2	16-18		West|2|16-18	West|2|16-18	Water drain	Water drain	Negative	30.619243	114.256841	None	Negative
1-27-11	Env_0642	27/01/2020	West	3	13		West|3|13	West|3|13	Water drain	Water drain	Negative	30.619333	114.256855	SRR23971431	Negative
1-27-9	Env_0641	27/01/2020	West	3	4		West|3|4	West|3|4	Water drain	Water drain	Negative	30.619445	114.256977	None	Negative
1-27-17	Env_0648	27/01/2020	West	4	1		West|4|1	West|4|1	Water drain	Water drain	Negative	30.619453	114.257005	None	Negative
1-27-16	Env_0647	27/01/2020	West	4	22		West|4|22	West|4|22	Water drain	Water drain	Negative	30.619384	114.256716	None	Negative
1-27-18	Env_0649	27/01/2020	West	5	4		West|5|4	West|5|4	Water drain	Water drain	Negative	30.619526	114.256952	None	Negative
1-27-20	Env_0651	27/01/2020	West	5			West|5|NA	West|5|NA	Water drain	Water drain	Negative			None	Negative
1-27-22	Env_0653	27/01/2020	West	6	24		West|6|24	West|6|24	Water drain	Water drain	Negative	30.619536	114.256639	None	Negative
1-27-33	Env_0660	27/01/2020	West	6	29-33		West|6|29-33	West|6|29-31-33	Water drain	Water drain	Positive	30.619493	114.256462	SRR23971584	Negative
1-27-21	Env_0652	27/01/2020	West	6	9		West|6|9	West|6|9	Water drain	Water drain	Negative	30.619583	114.25684	None	Negative
1-27-24	Env_0654	27/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Water drain	Water drain	Negative	30.619637	114.256716	None	Negative
1-27-25	Env_0655	27/01/2020	West	7	2-4		West|7|2-4	West|7|2-4	Water drain	Water drain	Negative	30.619686	114.256917	None	Negative
1-27-28	Env_0657	27/01/2020	West	7	34		West|7|34	West|7|34	Water drain	Water drain	Negative	30.619565	114.256409	SRR23971433	Negative
1-27-31	Env_0659	27/01/2020	West	8	11-13		West|8|11-13	West|8|11-13	Water drain	Water drain	Negative	30.619728	114.25675	None	Negative
1-27-26	Env_0656	27/01/2020	West	8	32-36		West|8|32-36	West|8|32-36	Water drain	Water drain	Negative	30.619644	114.256387	None	Negative
1-27-30	Env_0658	27/01/2020	West	8	6-8		West|8|6-8	West|8|6-8	Water drain	Water drain	Negative	30.61975	114.256837	None	Negative
1-27-34	Env_0661	27/01/2020	West	9	1-3		West|9|1-3	West|9|1-3	Water drain	Water drain	Negative	30.619843	114.256871	None	Negative
1-27-35	Env_0662	27/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Water drain	Water drain	Negative	30.619718	114.256345	None	Negative
1-27-53	Env_0675	27/01/2020	West	9	9-13		West|9|9-13	West|9|9-13	Water drain	Water drain	Negative	30.619813	114.256741	None	Negative
1-29-20	Env_0698	29/01/2020	East	10	5		East|10|5	East|10|5	Water drain	Water drain	Negative	30.6201	114.257491	None	Negative
1-29-16	Env_0694	29/01/2020	East	11	13		East|11|13	East|11|7-13	Water drain	Water drain	Negative	30.620253	114.257567	None	Negative
1-29-21	Env_0699	29/01/2020	East	11	29		East|11|29	East|11|29	Water drain	Water drain	Negative	30.620352	114.257999	None	Negative
1-29-24	Env_0702	29/01/2020	East	11	7-13		East|11|7-13	East|11|7-13	Water drain	Water drain	Negative	30.620245	114.257525	None	Negative
1-27-55	Env_0704	29/01/2020	East	13	18-20	As far as I know there is no Street 13 and I cannot place this sample on the map.	East|13|18-20	East|13|18-20	Water drain	Water drain	Negative			None	Negative
1-29-1	Env_0679	29/01/2020	East	2	5-7-9		East|2|5-7-9	East|2|5-7-9	Water drain	Water drain	Negative	30.619479	114.257718	None	Negative
1-29-2	Env_0680	29/01/2020	East	2	50-52		East|2|50-52	East|2|50-52	Water drain	Water drain	Negative	30.619647	114.258419	None	Negative
1-29-3	Env_0681	29/01/2020	East	3	52		East|3|52	East|3|52	Water drain	Water drain	Negative	30.619728	114.258411	None	Negative
1-29-6	Env_0684	29/01/2020	East	4	16		East|4|16	East|4|16	Water drain	Water drain	Negative	30.619662	114.257783	None	Negative
1-29-5	Env_0683	29/01/2020	East	4	36		East|4|36	East|4|36	Water drain	Water drain	Negative	30.619752	114.258162	None	Negative
1-29-4	Env_0682	29/01/2020	East	4	5-7-9		East|4|5-7-9	East|4|5-7-9	Water drain	Water drain	Positive	30.619637	114.25767	SRR23971586	Negative
1-29-8	Env_0686	29/01/2020	East	5	11		East|5|11	East|5|11	Water drain	Water drain	Positive	30.61973	114.257703	SRR23971455	Negative
1-29-7	Env_0685	29/01/2020	East	5	42		East|5|42	East|5|42	Water drain	Water drain	Negative	30.619852	114.258222	None	Negative
1-29-10	Env_0688	29/01/2020	East	6	17-19		East|6|17-19	East|6|17-19	Water drain	Water drain	Negative	30.619831	114.257774	None	Negative
1-29-9	Env_0687	29/01/2020	East	6	35		East|6|35	East|6|35	Water drain	Water drain	Negative	30.619911	114.258112	None	Negative
1-29-11	Env_0689	29/01/2020	East	7	30		East|7|30	East|7|30	Water drain	Water drain	Negative	30.619968	114.258003	None	Negative
1-29-12	Env_0690	29/01/2020	East	7	8		East|7|8	East|7|8	Water drain	Water drain	Negative	30.61987	114.257595	None	Negative
1-29-14	Env_0692	29/01/2020	East	8	12		East|8|12	East|8|12	Water drain	Water drain	Negative	30.619964	114.257628	None	Negative
1-29-13	Env_0691	29/01/2020	East	8	38		East|8|38	East|8|38	Water drain	Water drain	Negative	30.620073	114.258089	None	Negative
1-29-18	Env_0696	29/01/2020	East	9	11		East|9|11	East|9|11	Water drain	Water drain	Negative	30.62004	114.257604	None	Negative
1-29-19	Env_0697	29/01/2020	East	9	35		East|9|35	East|9|35	Water drain	Water drain	Negative	30.620145	114.258036	SRR23971435	Negative
1-29-17	Env_0695	29/01/2020	East	9	51		East|9|51	East|9|51	Water drain	Water drain	Negative	30.620198	114.258261	None	Negative
