Lab code	Sample ID	Sampling date	Sample_location	Street No.	Vendor No.	edge_case	Stall_corrected	Stall_corrected_merged	Sample type	Sample information	SARS-CoV-2 qPCR result	Latitude	Longitude	Stall_corrected_latitude	Stall_corrected_longitude	Stall_merged_latitude	Stall_merged_longitude
10-29.31-dor	Env_0634	23/01/2020	West	10	29-31		West|10|29-31	West|10|29-31	Environmental swab	Surface of the door	Negative						
10-31-abv2	Env_0619	23/01/2020	West	10	31		West|10|31	West|10|29-31	Environmental swab	Environmental swab	Negative						
10-31-In1	Env_0616	23/01/2020	West	10	31		West|10|31	West|10|29-31	Environmental swab	Environmental swab	Negative						
10-31-In2	Env_0617	23/01/2020	West	10	31		West|10|31	West|10|29-31	Environmental swab	Environmental swab	Negative						
10-31-In3	Env_0618	23/01/2020	West	10	31		West|10|31	West|10|29-31	Environmental swab	Environmental swab	Negative						
11-31-abv1	Env_0624	23/01/2020	West	11	31		West|11|31	West|11|31	Environmental swab	Environmental swab	Negative						
12-15.17-dor	Env_0628	23/01/2020	West	12	15-17		West|12|15-17	West|12|15-17	Environmental swab	Surface of the door	Negative						
12-20.24-dor	Env_0629	23/01/2020	West	12	20-24		West|12|20-24	West|12|20-24	Environmental swab	Surface of the door	Negative						
12-32-dor	Env_0637	23/01/2020	West	12	32		West|12|32	West|12|32	Environmental swab	Surface of the door	Negative						
2-9.11.13-dor	Env_0630	23/01/2020	West	2	9-11-13		West|2|9-11-13	West|2|9-11-13	Environmental swab	Surface of the door	Negative						
2-20-dor	Env_0636	23/01/2020	West	3	20		West|3|20	West|3|20	Environmental swab	Surface of the door	Negative						
5-58-dor	Env_0633	23/01/2020	West	5	28		West|5|28	West|5|28	Environmental swab	Surface of the door	Negative						
5-5.7-dor2	Env_0638	23/01/2020	West	5	5-7		West|5|5-7	West|5|5-7	Environmental swab	Surface of the door	Negative						
5-7-dor	Env_0635	23/01/2020	West	5	7		West|5|7	West|5|5-7	Environmental swab	Surface of the door	Negative						
06-29-abv1	Env_0620	23/01/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Environmental swab	Negative						
06-29-abv1_2	Env_0627	23/01/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Environmental swab	Negative						
06-32-abv1	Env_0622	23/01/2020	West	6	32		West|6|32	West|6|32	Environmental swab	Environmental swab	Negative						
7-22.24-dor	Env_0631	23/01/2020	West	7	22-24		West|7|22-24	West|7|20-22-24	Environmental swab	Surface of the door	Negative						
7-23-dor	Env_0632	23/01/2020	West	7	23		West|7|23	West|7|23	Environmental swab	Surface of the door	Negative						
08-25-abv1	Env_0621	23/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Environmental swab	Negative						
08-25-abv1_2	Env_0625	23/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Environmental swab	Negative						
09-23-abv1	Env_0626	23/01/2020	West	9	23		West|9|23	West|9|23	Environmental swab	Environmental swab	Negative						
W9-GD-1	Env_0872	23/02/2020	West	9			West|9|NA	West|9|NA	Environmental swab	Ventilation duct	Negative						
10-29.31-dor_2	Env_0640	25/01/2020	West	10	29-31		West|10|29-31	West|10|29-31	Environmental swab	Surface of the door	Negative						
08-25-abv1_3	Env_0639	25/01/2020	West	8	25		West|8|25	West|8|25	Environmental swab	Surface of the door	Negative						
CCDC-454	Env_0873	25/02/2020	West	9	34		West|9|34	West|9|34-36	Environmental swab	Container	Negative						
CCDC-455	Env_0874	25/02/2020	West	9	34		West|9|34	West|9|34-36	Environmental swab	Container	Negative						
1-29-22	Env_0700	29/01/2020	East	11	13		East|11|13	East|11|7-13	Environmental swab	Ground	Negative						
1-29-23	Env_0701	29/01/2020	East	11	9		East|11|9	East|11|9	Environmental swab	Ground	Negative						
1-29-15	Env_0693	29/01/2020	East				East|NA|NA	East|NA|NA	Environmental swab	Garbage	Negative						
1-29-25	Env_0703	29/01/2020	East				East|NA|NA	East|NA|NA	Environmental swab	Garbage	Negative						
629-1-L1	Env_0875	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-10-TAJ	Env_0884	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Feather removal machine	Negative						
629-11-L	Env_0885	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-12-L	Env_0886	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-13-L	Env_0887	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-14-L	Env_0888	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-2-L2	Env_0876	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-3-C	Env_0877	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Cart	Negative						
629-4-L3	Env_0878	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-5-L4	Env_0879	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-6-L5	Env_0880	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-7-L6	Env_0881	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-8-L7	Env_0882	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-9-L8	Env_0883	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
629-L-1	Env_0889	29/02/2020	West	6	29		West|6|29	West|6|29-31-33	Environmental swab	Container	Negative						
WS-3-1	Env_0749	05/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative						
WS-3-2	Env_0750	05/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Positive						
WS-4-1	Env_0751	05/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative						
WS-4-2	Env_0752	05/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Positive						
WS-1-1	Env_0742	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WS-1-2	Env_0743	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WS-1-3	Env_0744	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WS-1-4	Env_0745	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WS-2-1	Env_0746	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WS-2-2	Env_0747	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WS-2-3	Env_0748	05/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
EWS-1#-1	Env_0810	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative						
EWS-1#-2	Env_0811	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative						
EWS-2#-1	Env_0812	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative						
EWS-2#-2	Env_0813	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Positive						
EWS-3#-1	Env_0814	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Negative						
EWS-3#-2	Env_0815	15/02/2020	East				East|NA|NA	East|NA|NA	Sewage	Sewage well	Positive						
wws-1#-0	Env_0830	15/02/2020	West	1			West|1|NA	West|1|NA	Sewage	Sewage well	Positive						
WWS-1#	Env_0816	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WWS-1#-2	Env_0817	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WWS-1#-3	Env_0818	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WWS-2#-1	Env_0819	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Negative						
WWS-2#-2	Env_0820	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
WWS-2#-3	Env_0821	15/02/2020	West				West|NA|NA	West|NA|NA	Sewage	Sewage well	Positive						
Outside-1	Env_0758	09/02/2020	West	1			West|1|NA	West|1|NA	Water drain	Water drain	Negative						
zong-1	Env_0762	09/02/2020	West	1			West|1|NA	West|1|NA	Water drain	Water drain	Positive	30.619249	114.257184				
Vertical-3	Env_0763	09/02/2020	West	3			West|3|NA	West|3|NA	Water drain	Water drain	Negative						
Outside-5	Env_0759	09/02/2020	West	5			West|5|NA	West|5|NA	Water drain	Water drain	Negative						
Vertical-5	Env_0764	09/02/2020	West	5			West|5|NA	West|5|NA	Water drain	Water drain	Negative						
Outside-7	Env_0760	09/02/2020	West	7			West|7|NA	West|7|NA	Water drain	Water drain	Negative						
Vertical-7	Env_0765	09/02/2020	West	7			West|7|NA	West|7|NA	Water drain	Water drain	Negative						
Outside-9	Env_0761	09/02/2020	West	9			West|9|NA	West|9|NA	Water drain	Water drain	Negative						
Vertical-9	Env_0766	09/02/2020	West	9			West|9|NA	West|9|NA	Water drain	Water drain	Negative						
E-4-3.5	Env_0822	15/02/2020	East	4	3-5		East|4|3-5	East|4|5-7-9	Water drain	Water drain	Negative	30.619623	114.257613				
E-4-7.9	Env_0823	15/02/2020	East	4	7-9		East|4|7-9	East|4|5-7-9	Water drain	Water drain	Negative	30.619642	114.257682				
E-5-17	Env_0824	15/02/2020	East	5	17		East|5|17	East|5|17	Water drain	Water drain	Negative	30.619749	114.257786				
w-zong-1	Env_0829	15/02/2020	West	1			West|1|NA	West|1|NA	Water drain	Water drain	Positive	30.619137	114.256717				
w-10-4	Env_0825	15/02/2020	West	10	4		West|10|4	West|10|4	Water drain	Water drain	Negative	30.619917	114.25683				
w-4-28	Env_0826	15/02/2020	West	4	28		West|4|28	West|4|28	Water drain	Water drain	Negative	30.619323	114.256572				
w-6-29-32	Env_0827	15/02/2020	West	6	29-32		West|6|29-32	West|6|29-32	Water drain	Water drain	Negative	30.619504	114.256459				
w-6-29-33	Env_0828	15/02/2020	West	6	29-33		West|6|29-33	West|6|29-31-33	Water drain	Water drain	Positive	30.619493	114.256462				
1-27-12	Env_0643	27/01/2020	West	1	2		West|1|2	West|1|2	Water drain	Water drain	Negative	30.619225	114.257079				
1-27-13	Env_0644	27/01/2020	West	1	7-9		West|1|7-9	West|1|7-9	Water drain	Water drain	Negative	30.619201	114.256977				
1-27-40	Env_0665	27/01/2020	West	10	31		West|10|31	West|10|29-31	Water drain	Water drain	Negative	30.619808	114.256361				
1-27-37	Env_0664	27/01/2020	West	10	4		West|10|4	West|10|4	Water drain	Water drain	Positive	30.619917	114.25683				
1-27-36	Env_0663	27/01/2020	West	10	9		West|10|9	West|10|9	Water drain	Water drain	Negative	30.619899	114.256743				
1-27-41	Env_0666	27/01/2020	West	11	2		West|11|2	West|11|2	Water drain	Water drain	Negative	30.620004	114.256835				
1-27-43	Env_0667	27/01/2020	West	11	32		West|11|32	West|11|32	Water drain	Water drain	Negative	30.619886	114.256341				
1-27-54	Env_0676	27/01/2020	West	11	6		West|11|6	West|11|6	Water drain	Water drain	Negative	30.619991	114.256779				
1-27-45	Env_0669	27/01/2020	West	12	19		West|12|19	West|12|19	Water drain	Water drain	Negative	30.62002	114.25655				
1-27-44	Env_0668	27/01/2020	West	12	35		West|12|35	West|12|35	Water drain	Water drain	Negative	30.619949	114.256258				
1-27-48	Env_0670	27/01/2020	West	12	36-38		West|12|36-38	West|12|36-38	Water drain	Water drain	Negative	30.619947	114.256243				
1-27-56	Env_0677	27/01/2020	West	13	40-42		West|13|40-42	West|13|40-42	Water drain	Water drain	Negative	30.620029	114.256249				
1-27-49	Env_0671	27/01/2020	West	13	7-8		West|13|7-8	West|13|7-8	Water drain	Water drain	Negative	30.62016	114.256786				
1-27-57	Env_0678	27/01/2020	West	14	41		West|14|41	West|14|41	Water drain	Water drain	Negative	30.620107	114.25621				
1-27-19	Env_0650	27/01/2020	West	15	19-21		West|15|19-21	West|15|19-21	Water drain	Water drain	Negative	30.620214	114.256181				
1-27-51	Env_0673	27/01/2020	West	15	20		West|15|20	West|15|20	Water drain	Water drain	Negative	30.620253	114.256568				
1-27-52	Env_0674	27/01/2020	West	15	22		West|15|22	West|15|22	Water drain	Water drain	Negative	30.620243	114.256536				
1-27-50	Env_0672	27/01/2020	West	15	9-11		West|15|9-11	West|15|9-11	Water drain	Water drain	Negative	30.620307	114.256528				
1-27-14	Env_0645	27/01/2020	West	2	1-3		West|2|1-3	West|2|1-3	Water drain	Water drain	Negative	30.61929	114.257044				
1-27-15	Env_0646	27/01/2020	West	2	16-18		West|2|16-18	West|2|16-18	Water drain	Water drain	Negative	30.619243	114.256841				
1-27-11	Env_0642	27/01/2020	West	3	13		West|3|13	West|3|13	Water drain	Water drain	Negative	30.619333	114.256855				
1-27-9	Env_0641	27/01/2020	West	3	4		West|3|4	West|3|4	Water drain	Water drain	Negative	30.619445	114.256977				
1-27-17	Env_0648	27/01/2020	West	4	1		West|4|1	West|4|1	Water drain	Water drain	Negative	30.619453	114.257005				
1-27-16	Env_0647	27/01/2020	West	4	22		West|4|22	West|4|22	Water drain	Water drain	Negative	30.619384	114.256716				
1-27-18	Env_0649	27/01/2020	West	5	4		West|5|4	West|5|4	Water drain	Water drain	Negative	30.619526	114.256952				
1-27-20	Env_0651	27/01/2020	West	5			West|5|NA	West|5|NA	Water drain	Water drain	Negative						
1-27-22	Env_0653	27/01/2020	West	6	24		West|6|24	West|6|24	Water drain	Water drain	Negative	30.619536	114.256639				
1-27-33	Env_0660	27/01/2020	West	6	29-33		West|6|29-33	West|6|29-31-33	Water drain	Water drain	Positive	30.619493	114.256462				
1-27-21	Env_0652	27/01/2020	West	6	9		West|6|9	West|6|9	Water drain	Water drain	Negative	30.619583	114.25684				
1-27-24	Env_0654	27/01/2020	West	7	15-17		West|7|15-17	West|7|15-17	Water drain	Water drain	Negative	30.619637	114.256716				
1-27-25	Env_0655	27/01/2020	West	7	2-4		West|7|2-4	West|7|2-4	Water drain	Water drain	Negative	30.619686	114.256917				
1-27-28	Env_0657	27/01/2020	West	7	34		West|7|34	West|7|34	Water drain	Water drain	Negative	30.619565	114.256409				
1-27-31	Env_0659	27/01/2020	West	8	11-13		West|8|11-13	West|8|11-13	Water drain	Water drain	Negative	30.619728	114.25675				
1-27-26	Env_0656	27/01/2020	West	8	32-36		West|8|32-36	West|8|32-36	Water drain	Water drain	Negative	30.619644	114.256387				
1-27-30	Env_0658	27/01/2020	West	8	6-8		West|8|6-8	West|8|6-8	Water drain	Water drain	Negative	30.61975	114.256837				
1-27-34	Env_0661	27/01/2020	West	9	1-3		West|9|1-3	West|9|1-3	Water drain	Water drain	Negative	30.619843	114.256871				
1-27-35	Env_0662	27/01/2020	West	9	34-36		West|9|34-36	West|9|34-36	Water drain	Water drain	Negative	30.619718	114.256345				
1-27-53	Env_0675	27/01/2020	West	9	9-13		West|9|9-13	West|9|9-13	Water drain	Water drain	Negative	30.619813	114.256741				
1-29-20	Env_0698	29/01/2020	East	10	5		East|10|5	East|10|5	Water drain	Water drain	Negative	30.6201	114.257491				
1-29-16	Env_0694	29/01/2020	East	11	13		East|11|13	East|11|7-13	Water drain	Water drain	Negative	30.620253	114.257567				
1-29-21	Env_0699	29/01/2020	East	11	29		East|11|29	East|11|29	Water drain	Water drain	Negative	30.620352	114.257999				
1-29-24	Env_0702	29/01/2020	East	11	7-13		East|11|7-13	East|11|7-13	Water drain	Water drain	Negative	30.620245	114.257525				
1-27-55	Env_0704	29/01/2020	East	13	18-20	As far as I know there is no Street 13 and I cannot place this sample on the map.	East|13|18-20	East|13|18-20	Water drain	Water drain	Negative						
1-29-1	Env_0679	29/01/2020	East	2	5-7-9		East|2|5-7-9	East|2|5-7-9	Water drain	Water drain	Negative	30.619479	114.257718				
1-29-2	Env_0680	29/01/2020	East	2	50-52		East|2|50-52	East|2|50-52	Water drain	Water drain	Negative	30.619647	114.258419				
1-29-3	Env_0681	29/01/2020	East	3	52		East|3|52	East|3|52	Water drain	Water drain	Negative	30.619728	114.258411				
1-29-6	Env_0684	29/01/2020	East	4	16		East|4|16	East|4|16	Water drain	Water drain	Negative	30.619662	114.257783				
1-29-5	Env_0683	29/01/2020	East	4	36		East|4|36	East|4|36	Water drain	Water drain	Negative	30.619752	114.258162				
1-29-4	Env_0682	29/01/2020	East	4	5-7-9		East|4|5-7-9	East|4|5-7-9	Water drain	Water drain	Positive	30.619637	114.25767				
1-29-8	Env_0686	29/01/2020	East	5	11		East|5|11	East|5|11	Water drain	Water drain	Positive	30.61973	114.257703				
1-29-7	Env_0685	29/01/2020	East	5	42		East|5|42	East|5|42	Water drain	Water drain	Negative	30.619852	114.258222				
1-29-10	Env_0688	29/01/2020	East	6	17-19		East|6|17-19	East|6|17-19	Water drain	Water drain	Negative	30.619831	114.257774				
1-29-9	Env_0687	29/01/2020	East	6	35		East|6|35	East|6|35	Water drain	Water drain	Negative	30.619911	114.258112				
1-29-11	Env_0689	29/01/2020	East	7	30		East|7|30	East|7|30	Water drain	Water drain	Negative	30.619968	114.258003				
1-29-12	Env_0690	29/01/2020	East	7	8		East|7|8	East|7|8	Water drain	Water drain	Negative	30.61987	114.257595				
1-29-14	Env_0692	29/01/2020	East	8	12		East|8|12	East|8|12	Water drain	Water drain	Negative	30.619964	114.257628				
1-29-13	Env_0691	29/01/2020	East	8	38		East|8|38	East|8|38	Water drain	Water drain	Negative	30.620073	114.258089				
1-29-18	Env_0696	29/01/2020	East	9	11		East|9|11	East|9|11	Water drain	Water drain	Negative	30.62004	114.257604				
1-29-19	Env_0697	29/01/2020	East	9	35		East|9|35	East|9|35	Water drain	Water drain	Negative	30.620145	114.258036				
1-29-17	Env_0695	29/01/2020	East	9	51		East|9|51	East|9|51	Water drain	Water drain	Negative	30.620198	114.258261				
